Public Method,..npi..config.EmailConfig.getProdEmailFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,0,,,,7,,,1,4,0,,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Class,..npi..config.PdfConfig,1,1,1,1,5,0,5,0,1,2,2,0,,0,0,,,,3,0,,,,3,3,0,0,0,3,,,,,,,22,,,,3,,,,19,,,10,9,0,,,,,,,,9,13,7,,,9,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,3,3,3,3
Public Method,..npi..config.PdfConfig.reportPdfOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,3,0,,,,,2,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..config.PdfConfig.reportPdfRevisores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,3,0,,,,,2,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..config.PdfConfig.reportPdfTrabalhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,3,0,,,,,2,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..config.SpringSecurityConfig,1,1,1,1,16,0,13,5,1,9,9,0,,0,0,,,,2,2,,,,2,2,0,0,2,0,,,,,,,43,,,,4,,,,32,,,8,23,11,,,,,,,,4,7,5,,,3,,,,,,,,1,1,1,1,,2,0,,75,75,0.34,2,2,2,2
Protected Method,..npi..config.SpringSecurityConfig.configure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,0,,,,23,,,1,21,11,,,,,16,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.48,1,1,1,1
Protected Method,..npi..config.SpringSecurityConfig.configure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..config.StorageConfig,2,2,2,1,7,0,7,0,1,5,5,0,,0,0,,,,1,3,,,,1,1,0,0,0,1,,,,,,,20,,,,4,,,,16,,,9,4,0,,,,,,,,5,8,5,,,3,,,,,,,,2,2,2,1,,1,1,,0,0,0.00,2,2,2,1
Public Method,..npi..config.StorageConfig.getMinioClient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,1,4,0,,,,,1,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Package,..npi..controller,1,1,1,1,11,1,8,2,,,,,17,0,41,,17,,117,58,,,,117,,0,1,0,116,,,,,,,2522,,,,406,,,,1605,,,876,646,513,,,,,,,,883,1090,614,,,545,,,,,,,,6,6,10,6,,,5,,,,0.32,189,187,213,134
Public Class,..npi..controller.ArquivoController,1,1,1,1,6,0,5,0,1,16,16,0,,0,0,,,,3,1,,,,3,3,0,0,0,3,,,,,,,33,,,,7,,,,26,,,13,11,0,,,,,,,,6,10,7,,,5,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,3,3,3,3
Public Method,..npi..controller.ArquivoController.buscarArquivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,2,,,,7,,,2,5,0,,,,,12,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.ArquivoController.buscarArquivoRevisao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,2,5,0,,,,,12,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.ArquivoController.uploadArquivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..controller.AtividadeControlleServ,1,1,1,1,6,0,6,0,1,14,14,0,,0,0,,,,6,1,,,,6,6,0,0,0,6,,,,,,,60,,,,8,,,,52,,,23,24,0,,,,,,,,22,30,10,,,21,,,,,,,,2,2,3,1,,1,1,,33,33,0.00,7,7,8,6
Public Method,..npi..controller.AtividadeControlleServ.adicionar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,1,3,0,,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeControlleServ.editar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,0,,,,8,,,3,5,0,,,,,5,1,0,5,6,2,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeControlleServ.excluir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,1,,,,4,,,1,2,0,,,,,5,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeControlleServ.gerarCodigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,2,3,0,,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeControlleServ.sorteio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,11,,,2,8,0,,,,,9,2,0,5,7,2,,,6,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,..npi..controller.AtividadeControlleServ.visualizarAtividade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,3,0,,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..controller.AtividadeController,1,1,1,1,5,0,5,0,1,20,20,0,,0,0,,,,7,3,,,,7,7,0,0,0,7,,,,,,,67,,,,11,,,,56,,,31,19,0,,,,,,,,17,28,14,,,18,,,,,,,,3,3,3,1,,1,2,,66,66,0.00,9,9,9,7
Public Method,..npi..controller.AtividadeController.adicionar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeController.editar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,2,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeController.excluir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeController.gerarCodigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeController.registrarParticipacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,0,,,,16,,,4,11,0,,,,,8,3,0,8,12,4,,,10,,,3,3,3,1,1,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,..npi..controller.AtividadeController.sorteio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AtividadeController.visualizarAtividade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..controller.AutorController,1,1,1,1,12,0,3,8,1,22,22,0,,0,20,,,,11,4,,,,11,11,0,0,0,11,,,,,,,227,,,,30,,,,74,,,52,33,123,,,,,,,,36,48,37,,,13,,,,,,,,1,1,1,1,,1,0,,88,88,1.66,11,11,11,11
Public Method,..npi..controller.AutorController.configuraSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AutorController.downloadPDFFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,,,,5,,,,4,,,2,1,35,,,,,0,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,8.75,1,1,1,1
Public Method,..npi..controller.AutorController.eventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,0,,,,3,,,1,1,8,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,..npi..controller.AutorController.index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,4,,,2,2,2,,,,,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Method,..npi..controller.AutorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,1,,,,3,,,1,1,17,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,5.67,1,1,1,1
Public Method,..npi..controller.AutorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AutorController.listarTrabalhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AutorController.participarEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,,,,4,,,,3,,,1,1,29,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,9.67,1,1,1,1
Public Method,..npi..controller.AutorController.reenviarTrabalhoForm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,3,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AutorController.validarArquivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.AutorController.verRevisao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..controller.AutorControllerProduct,3,3,4,2,15,0,15,0,1,30,30,0,,0,0,,,,6,6,,,,6,6,0,0,0,6,,,,,,,111,,,,6,,,,105,,,31,69,0,,,,,,,,51,72,27,,,58,,,,,,,,6,6,8,6,,1,5,,72,69,0.00,19,19,24,15
Public Method,..npi..controller.AutorControllerProduct.configuraSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,0,,,,9,,,1,6,0,,,,,6,3,0,4,7,1,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Public Method,..npi..controller.AutorControllerProduct.listarTrabalhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,,,,0,,,,14,,,3,10,0,,,,,6,3,0,6,9,3,,,8,,,3,3,3,3,3,,,,,3,,2,3,,,0.00,3,3,3,3
Public Method,..npi..controller.AutorControllerProduct.reenviarTrabalhoForm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,39,,,,0,,,,39,,,8,30,0,,,,,17,6,1,18,24,6,,,23,,,6,6,8,6,15,,,,,15,,5,15,,,0.00,6,6,8,6
Public Method,..npi..controller.AutorControllerProduct.saveFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,8,,,1,5,0,,,,,3,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.AutorControllerProduct.validarArquivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,,4,1,0,1,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,0.00,1,1,2,1
Public Method,..npi..controller.AutorControllerProduct.verRevisao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,22,,,,0,,,,22,,,7,17,0,,,,,19,4,1,13,18,8,,,16,,,4,4,6,3,3,,,,,3,,3,3,,,0.00,4,4,6,3
Public Class,..npi..controller.CertificadoController,2,2,2,1,11,1,10,0,1,23,23,0,,0,0,,,,5,3,,,,5,5,0,0,0,5,,,,,,,92,,,,14,,,,61,,,30,30,17,,,,,,,,30,43,22,,,28,,,,,,,,5,5,5,1,,1,3,,86,73,0.28,11,11,11,5
Public Method,..npi..controller.CertificadoController.criarDadosODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,2,,,,19,,,6,12,0,,,,,9,7,1,10,16,7,,,12,,,5,5,5,1,0,,,,,0,,3,0,,,0.00,5,5,5,1
Public Method,..npi..controller.CertificadoController.gerarCertificadoChefeSessao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,2,,,,13,,,5,8,0,,,,,6,3,0,7,10,5,,,6,,,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,..npi..controller.CertificadoController.gerarCertificadoOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.CertificadoController.gerarCertificadoRevisores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.CertificadoController.gerarODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,1,,,,11,,,5,8,0,,,,,7,1,0,8,9,4,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..controller.CoautorController,1,1,1,1,3,0,3,0,1,8,8,0,,0,0,,,,3,1,,,,3,3,0,0,0,3,,,,,,,26,,,,5,,,,16,,,9,3,5,,,,,,,,4,8,5,,,3,,,,,,,,1,1,1,1,,1,0,,100,100,0.31,3,3,3,3
Public Method,..npi..controller.CoautorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.CoautorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.CoautorController.listarTrabalhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,..npi..controller.ErrorController,2,2,2,1,9,0,9,0,2,7,7,0,,0,1,,,,3,0,,,,3,3,0,0,0,3,,,,,,,36,,,,4,,,,32,,,9,19,0,,,,,,,,10,17,6,,,12,,,,,,,,4,3,4,3,,1,1,,0,0,0.00,8,6,8,5
Public Method,..npi..controller.ErrorController.errorHtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,1,,,,12,,,1,9,0,,,,,2,4,1,4,6,1,,,5,,,4,2,4,1,6,,,,,0,,1,0,,,0.00,4,2,4,1
Public Method,..npi..controller.ErrorController.getErrorPath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.ErrorController.getStatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,13,,,3,8,0,,,,,3,3,0,4,7,2,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,0.00,3,3,3,3
Public Class,..npi..controller.EventoController,1,1,1,1,9,0,9,0,1,28,28,0,,0,1,,,,24,7,,,,24,24,0,0,0,24,,,,,,,346,,,,52,,,,273,,,97,143,22,,,,,,,,127,168,39,,,134,,,,,,,,4,4,4,1,,1,1,,86,86,0.08,40,40,42,24
Public Method,..npi..controller.EventoController.adicionarEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,3,,,,6,,,2,4,1,,,,,3,1,0,4,5,2,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.17,1,1,1,1
Public Method,..npi..controller.EventoController.adicionarModalidadeApresentacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,7,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.adicionarModalidadeSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,7,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.adicionarOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,3,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.adicionarRevisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,3,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.adicionarTrilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,1,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.cadastrarSessao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,1,4,0,,,,,6,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,5,0,,,,,3,2,0,4,6,1,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.detalhesEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,5,0,,,,,3,2,0,4,6,1,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.editarEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,1,,,,17,,,4,12,0,,,,,6,3,0,8,11,2,,,9,,,3,3,3,1,2,,,,,0,,1,0,,,0.00,3,3,3,1
Public Method,..npi..controller.EventoController.excluirModalidadeApresentacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,6,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.excluirModalidadeSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,6,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.excluirOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,2,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.excluirRevisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,3,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.excluirTrilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.getParticipante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,,,,0,,,,11,,,2,7,0,,,,,4,2,0,6,8,1,,,7,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,..npi..controller.EventoController.indexAtividades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,1,,,,8,,,2,6,0,,,,,7,1,0,6,7,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.indexCertificados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,1,,,,5,,,1,3,0,,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.indexEquipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,1,,,,4,,,1,2,0,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.indexSessao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,0,,,,12,,,1,9,0,,,,,8,2,0,8,10,1,,,9,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,..npi..controller.EventoController.listaPossiveisOrganizadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,..npi..controller.EventoController.sortear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,2,7,0,,,,,8,2,0,5,7,2,,,6,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
