,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,....controller.AtividadeController.gerarCodigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,3,0,,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.AtividadeController.registrarParticipacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,0,,,,16,,,4,11,0,,,,,8,3,0,8,12,4,,,10,,,3,3,3,1,1,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,....controller.AtividadeController.sorteio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,0,,,,10,,,2,7,0,,,,,9,2,0,5,7,2,,,6,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,....controller.AtividadeController.visualizarAtividade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,1,3,0,,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,....controller.AutorController,2,2,2,1,18,1,9,8,1,36,36,0,,0,20,,,,12,9,,,,12,12,0,1,0,11,,,,,,,333,,,,46,,,,159,,,77,92,128,,,,,,,,81,108,57,,,65,,,,,,,,6,6,8,6,,1,5,,90,89,0.81,25,25,30,21
Public Method,....controller.AutorController.configuraSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,9,,,1,6,0,,,,,6,3,0,4,7,1,,,6,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Public Method,....controller.AutorController.downloadPDFFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,,,,5,,,,4,,,2,1,35,,,,,0,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,8.75,1,1,1,1
Public Method,....controller.AutorController.eventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,0,,,,3,,,1,1,8,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,....controller.AutorController.index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,4,,,2,2,2,,,,,2,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Method,....controller.AutorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,1,,,,3,,,1,1,17,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,5.67,1,1,1,1
Public Method,....controller.AutorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.AutorController.listarTrabalhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,,,3,,,,13,,,3,9,4,,,,,6,3,0,6,9,3,,,8,,,3,3,3,3,3,,,,,3,,2,3,,,0.31,3,3,3,3
Public Method,....controller.AutorController.participarEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,,,,4,,,,3,,,1,1,29,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,9.67,1,1,1,1
Public Method,....controller.AutorController.reenviarTrabalhoForm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,42,,,,5,,,,37,,,8,28,0,,,,,17,6,1,18,24,6,,,23,,,6,6,8,6,15,,,,,15,,5,15,,,0.00,6,6,8,6
Private Method,....controller.AutorController.saveFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,8,,,1,5,0,,,,,3,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.AutorController.validarArquivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,,4,1,0,1,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,0.00,1,1,2,1
Public Method,....controller.AutorController.verRevisao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,23,,,,1,,,,21,,,7,16,1,,,,,19,4,1,13,18,8,,,16,,,4,4,6,3,3,,,,,3,,3,3,,,0.05,4,4,6,3
Public Class,....controller.CertificadoController,2,2,2,1,11,1,10,0,1,23,23,0,,0,0,,,,5,3,,,,5,5,0,0,0,5,,,,,,,92,,,,14,,,,61,,,30,30,17,,,,,,,,30,43,22,,,28,,,,,,,,5,5,5,1,,1,3,,86,73,0.28,11,11,11,5
Public Method,....controller.CertificadoController.criarDadosODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,2,,,,19,,,6,12,0,,,,,9,7,1,10,16,7,,,12,,,5,5,5,1,0,,,,,0,,3,0,,,0.00,5,5,5,1
Public Method,....controller.CertificadoController.gerarCertificadoChefeSessao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,2,,,,13,,,5,8,0,,,,,6,3,0,7,10,5,,,6,,,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,....controller.CertificadoController.gerarCertificadoOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.CertificadoController.gerarCertificadoRevisores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.CertificadoController.gerarODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,1,,,,11,,,5,8,0,,,,,7,1,0,8,9,4,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,....controller.CoautorController,1,1,1,1,3,0,3,0,1,8,8,0,,0,0,,,,3,1,,,,3,3,0,0,0,3,,,,,,,26,,,,5,,,,16,,,9,3,5,,,,,,,,4,8,5,,,3,,,,,,,,1,1,1,1,,1,0,,100,100,0.31,3,3,3,3
Public Method,....controller.CoautorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.CoautorController.listarMeusTrabalhosEmEventosAtivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.CoautorController.listarTrabalhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,....controller.ErrorController,2,2,2,1,9,0,9,0,2,7,7,0,,0,1,,,,3,0,,,,3,3,0,0,0,3,,,,,,,36,,,,4,,,,32,,,9,19,0,,,,,,,,10,17,6,,,12,,,,,,,,4,3,4,3,,1,1,,0,0,0.00,8,6,8,5
Public Method,....controller.ErrorController.errorHtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,1,,,,12,,,1,9,0,,,,,2,4,1,4,6,1,,,5,,,4,2,4,1,6,,,,,0,,1,0,,,0.00,4,2,4,1
Public Method,....controller.ErrorController.getErrorPath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.ErrorController.getStatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,13,,,3,8,0,,,,,3,3,0,4,7,2,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,0.00,3,3,3,3
Public Class,....controller.EventoController,1,1,1,1,9,0,9,0,1,28,28,0,,0,1,,,,24,7,,,,24,24,0,0,0,24,,,,,,,346,,,,52,,,,273,,,97,143,22,,,,,,,,127,168,39,,,134,,,,,,,,4,4,4,1,,1,1,,86,86,0.08,40,40,42,24
Public Method,....controller.EventoController.adicionarEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,3,,,,6,,,2,4,1,,,,,3,1,0,4,5,2,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.17,1,1,1,1
Public Method,....controller.EventoController.adicionarModalidadeApresentacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,7,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.adicionarModalidadeSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,7,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.adicionarOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,3,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.adicionarRevisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,3,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.adicionarTrilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,1,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.cadastrarSessao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,1,4,0,,,,,6,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,5,0,,,,,3,2,0,4,6,1,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.detalhesEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,5,0,,,,,3,2,0,4,6,1,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.editarEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,1,,,,17,,,4,12,0,,,,,6,3,0,8,11,2,,,9,,,3,3,3,1,2,,,,,0,,1,0,,,0.00,3,3,3,1
Public Method,....controller.EventoController.excluirModalidadeApresentacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,6,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.excluirModalidadeSubmissao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,12,,,2,8,0,,,,,6,2,0,6,8,1,,,7,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.excluirOrganizador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,2,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.excluirRevisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,3,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.excluirTrilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,4,0,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.getParticipante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,,,,0,,,,11,,,2,7,0,,,,,4,2,0,6,8,1,,,7,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,....controller.EventoController.indexAtividades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,1,,,,8,,,2,6,0,,,,,7,1,0,6,7,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.indexCertificados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,1,,,,5,,,1,3,0,,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.indexEquipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,1,,,,4,,,1,2,0,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.indexSessao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,0,,,,12,,,1,9,0,,,,,8,2,0,8,10,1,,,9,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoController.listaPossiveisOrganizadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoController.sortear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,1,,,,10,,,2,7,0,,,,,8,2,0,5,7,2,,,6,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,....controller.EventoController.visualizarRevisoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,,,,0,,,,17,,,2,12,0,,,,,10,5,1,9,13,2,,,12,,,4,4,4,1,1,,,,,0,,1,0,,,0.00,4,4,4,1
Public Method,....controller.EventoController.visualizarSubmissoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,,,,0,,,,13,,,2,9,0,,,,,7,3,0,7,10,2,,,9,,,3,3,3,1,1,,,,,0,,1,0,,,0.00,3,3,3,1
Public Class,....controller.EventoControllerOrganizador,2,2,2,1,16,1,8,6,1,31,31,0,,0,11,,,,7,8,,,,7,7,0,0,0,7,,,,,,,165,,,,24,,,,95,,,48,52,46,,,,,,,,48,63,34,,,36,,,,,,,,5,5,5,3,,1,3,,87,87,0.48,14,14,14,9
Public Method,....controller.EventoControllerOrganizador.atibuirRevisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,,,,2,,,,3,,,1,1,25,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,8.33,1,1,1,1
Public Method,....controller.EventoControllerOrganizador.atualizarTrilha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,23,,,,0,,,,22,,,3,16,1,,,,,13,5,1,9,14,2,,,13,,,5,5,5,1,4,,,,,0,,3,0,,,0.05,5,5,5,1
Public Method,....controller.EventoControllerOrganizador.consideracoesRevisores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,,,,1,,,,16,,,4,12,0,,,,,8,3,0,9,12,4,,,11,,,3,3,3,3,3,,,,,3,,2,3,,,0.00,3,3,3,3
Public Method,....controller.EventoControllerOrganizador.convidarPessoasPorEmail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,,,,1,,,,12,,,4,9,0,,,,,9,2,0,7,9,4,,,8,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,....controller.EventoControllerOrganizador.getUsuarioLogado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.EventoControllerOrganizador.isUsuarioLogadoOrganizadorEvento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,3,,,,3,,,1,1,9,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Method,....controller.EventoControllerOrganizador.removerRevisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,1,,,,3,,,1,1,11,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Class,....controller.LoginController,1,1,1,1,9,1,8,0,1,27,27,0,,0,1,,,,10,6,,,,10,10,0,0,0,10,,,,,,,137,,,,28,,,,107,,,44,57,3,,,,,,,,50,67,26,,,50,,,,,,,,3,3,3,3,,1,2,,88,88,0.03,16,16,17,12
Public Method,....controller.LoginController.cadastro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,,,,2,,,,16,,,3,12,0,,,,,9,3,0,9,12,3,,,11,,,3,3,3,3,3,,,,,3,,2,3,,,0.00,3,3,3,3
Public Method,....controller.LoginController.esqueciSenha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,,,,2,,,,12,,,4,8,1,,,,,9,2,0,5,7,2,,,6,,,2,2,2,1,1,,,,,0,,1,0,,,0.08,2,2,2,1
Public Method,....controller.LoginController.esqueciSenhaForm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.LoginController.login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,2,3,0,,,,,2,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.LoginController.loginfailed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,1,4,0,,,,,3,2,0,3,5,1,,,4,,,2,2,3,1,1,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,....controller.LoginController.paginaInicial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,2,0,,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.LoginController.perfil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,3,0,,,,,3,1,0,3,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,....controller.LoginController.perfil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,5,,,,16,,,3,13,0,,,,,10,2,0,10,12,3,,,11,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
